link,participants,quote,rank,rating,title
https://movie.douban.com/subject/1307811/,341857人评价,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,195,8.6,魔女宅急便
https://movie.douban.com/subject/1293460/,151659人评价,骨灰级歌舞片。,196,9.0,雨中曲
https://movie.douban.com/subject/27622447/,599284人评价,我们组成了家。,197,8.7,小偷家族
https://movie.douban.com/subject/1862151/,586022人评价,中国版《两杆大烟枪》。,198,8.5,疯狂的石头
https://movie.douban.com/subject/1300374/,205455人评价,天使暂时离开。,199,8.8,绿里奇迹
https://movie.douban.com/subject/1302827/,322141人评价,对爱的执着，可以超越一切。,200,8.6,人工智能
https://movie.douban.com/subject/10808442/,237755人评价,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,201,8.8,爱在午夜降临前
https://movie.douban.com/subject/1291879/,223677人评价,人生的N种可能性。,202,8.8,罗生门
https://movie.douban.com/subject/1291844/,257900人评价,少见的超越首部的续集，动作片中的经典。,203,8.7,终结者2：审判日
https://movie.douban.com/subject/4739952/,774834人评价,黑小鸭速效美白记。,204,8.4,初恋这件小事
https://movie.douban.com/subject/3443389/,131654人评价,大海啊，不全是水。,205,9.1,海洋
https://movie.douban.com/subject/1293964/,203947人评价,中国式内在的美国电影。,206,8.8,魂断蓝桥
https://movie.douban.com/subject/1308857/,213578人评价,坚硬的信仰。,207,8.8,可可西里
https://movie.douban.com/subject/1292226/,206061人评价,现代科幻电影的开山之作，最伟大导演的最伟大影片。,208,8.8,2001太空漫游
https://movie.douban.com/subject/1295865/,217965人评价,传奇，不是每个人都可以拥有。,209,8.8,燃情岁月
https://movie.douban.com/subject/1293908/,92101人评价,永远的小人物，伟大的卓别林。,210,9.3,城市之光
https://movie.douban.com/subject/1937946/,300422人评价,爱上未来的你。 ,211,8.6,穿越时空的少女
https://movie.douban.com/subject/1292329/,188245人评价,弱者送给弱者的一刀。,212,8.8,牯岭街少年杀人事件
https://movie.douban.com/subject/1828115/,496651人评价,假戏真情，爱欲深海,213,8.5,色，戒
https://movie.douban.com/subject/1292287/,323996人评价,嬉笑怒骂，调风动月。,214,8.6,新龙门客栈
https://movie.douban.com/subject/1438652/,358457人评价,昆汀同学越来越变态了，比北野武还杜琪峰。,215,8.6,无耻混蛋
https://movie.douban.com/subject/1303394/,376800人评价,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,216,8.5,青蛇
https://movie.douban.com/subject/3075287/,614757人评价,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,217,8.4,源代码
https://movie.douban.com/subject/26614893/,408749人评价,来啊，互相伤害啊！,218,8.5,完美陌生人
https://movie.douban.com/subject/1305690/,366501人评价,王家卫是一种风格，张国荣是一个代表。,219,8.5,阿飞正传
